case_id,created_by,created_date,document_type,date_on_document,client_1_name,client_1_email,client_1_phone,client_2_name,client_2_email,client_2_phone,application_type,application_fee,add_taxes,amount_1,date_1,amount_2,date_2,amount_3,date_3,amount_4,date_4,amount_5,date_5,amount_6,date_6,amount_7,date_7,amount_8,date_8,amount_9,date_9,amount_10,date_10,amount_11,date_11,amount_12,date_12
202407-031,ASCII-13700K,2024-Jul-22 09:47 PM,Retainer Agreement,Jul 22_2024,Michelle (test) Salas (test),michellesalas@gmail.com,+1 (204) 157-7219,Danny (test) Bailey (test),dannybailey@gmail.com,+1 (204) 557-4454,EOI,1100.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,,
202407-031,ASCII-13700K,2024-Jul-22 09:47 PM,Retainer Agreement,Jul 22_2024,Michelle (test) Salas (test),michellesalas@gmail.com,+1 (204) 157-7219,Danny (test) Bailey (test),dannybailey@gmail.com,+1 (204) 557-4454,EOI,1100.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,,
202407-031,ASCII-13700K,2024-Jul-22 09:47 PM,Retainer Agreement,Jul 22_2024,Michelle (test) Salas (test),michellesalas@gmail.com,+1 (204) 157-7219,Danny (test) Bailey (test),dannybailey@gmail.com,+1 (204) 557-4454,EOI,1100.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,,
202407-031,ASCII-13700K,2024-Jul-22 09:47 PM,Retainer Agreement,Jul 22_2024,Michelle (test) Salas (test),michellesalas@gmail.com,+1 (204) 157-7219,Danny (test) Bailey (test),dannybailey@gmail.com,+1 (204) 557-4454,EOI,1100.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,,
202407-032,ASCII-13700K,2024-Jul-22 09:47 PM,Retainer Agreement,Jul 22_2024,Charles (test) Davis (test),charlesdavis@gmail.com,+1 (431) 519-6393,Antonio (test) Blanch (test),antonioblanch@gmail.com,+1 (431) 696-8026,EOI,100.0,Yes,100.0,Jul 22_2024,,,,,,,,,,,,,,,,,,,,,,
202407-033,ASCII-13700K,2024-Jul-22 09:48 PM,Retainer Agreement,Jul 22_2024,Randall (test) Buckley (test),randallbuckley@gmail.com,+1 (431) 344-6254,Bernard (test) Wischmeyer (test),bernardwischmeyer@gmail.com,+1 (431) 524-9572,EOI,1200.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,100.0,Jul 33_2024
202407-033,ASCII-13700K,2024-Jul-22 09:48 PM,Retainer Agreement,Jul 22_2024,Randall (test) Buckley (test),randallbuckley@gmail.com,+1 (431) 344-6254,Bernard (test) Wischmeyer (test),bernardwischmeyer@gmail.com,+1 (431) 524-9572,EOI,1200.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,100.0,Jul 33_2024
202407-033,ASCII-13700K,2024-Jul-22 09:48 PM,Retainer Agreement,Jul 22_2024,Randall (test) Buckley (test),randallbuckley@gmail.com,+1 (431) 344-6254,Bernard (test) Wischmeyer (test),bernardwischmeyer@gmail.com,+1 (431) 524-9572,EOI,1200.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,100.0,Jul 33_2024
202407-034,ASCII-13700K,2024-Jul-22 10:44 PM,Retainer Agreement,Jul 22_2024,Stephen (test) Clark (test),stephenclark@gmail.com,+1 (204) 190-2870,Norman (test) Boggs (test),normanboggs@gmail.com,+1 (204) 430-6743,EOI,1200.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,100.0,Jul 33_2024
202407-034,ASCII-13700K,2024-Jul-22 10:44 PM,Retainer Agreement,Jul 22_2024,Stephen (test) Clark (test),stephenclark@gmail.com,+1 (204) 190-2870,Norman (test) Boggs (test),normanboggs@gmail.com,+1 (204) 430-6743,EOI,1200.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,100.0,Jul 33_2024
202407-034,ASCII-13700K,2024-Jul-22 10:44 PM,Retainer Agreement,Jul 22_2024,Stephen (test) Clark (test),stephenclark@gmail.com,+1 (204) 190-2870,Norman (test) Boggs (test),normanboggs@gmail.com,+1 (204) 430-6743,EOI,1200.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,100.0,Jul 33_2024
202407-034,ASCII-13700K,2024-Jul-22 10:44 PM,Retainer Agreement,Jul 22_2024,Stephen (test) Clark (test),stephenclark@gmail.com,+1 (204) 190-2870,Norman (test) Boggs (test),normanboggs@gmail.com,+1 (204) 430-6743,EOI,1200.0,Yes,100.0,Jul 22_2024,100.0,Jul 23_2024,100.0,Jul 24_2024,100.0,Jul 25_2024,100.0,Jul 26_2024,100.0,Jul 27_2024,100.0,Jul 28_2024,100.0,Jul 29_2024,100.0,Jul 30_2024,100.0,Jul 31_2024,100.0,Jul 32_2024,100.0,Jul 33_2024
